platform,order_placed_dt,order_num,customer_id,quantity,gross_sales_amount,discount,tax_amount,return_ind
Desktop,2/14/2014,CA-2017-158106,CT-11995,3,8.64,0,0.43,0
Desktop,2/14/2014,CA-2017-158407,LW-16990,4,103.97,0.4,5.18,0
Desktop,2/14/2014,CA-2017-158953,ML-18040,7,6.37,0.8,0.28,0
Tablet,2/14/2014,CA-2017-126788,AB-10105,3,470.38,0.2,23.51,0
Desktop,2/14/2014,CA-2017-141614,NS-18640,4,20.74,0.2,1.03,0
Desktop,2/14/2014,US-2017-131849,GH-14410,6,31.35,0,1.57,0
Desktop,2/14/2014,CA-2017-117436,LW-17125,2,10.36,0,0.52,0
Desktop,2/14/2014,CA-2017-132682,TH-21235,9,490.39,0.6,24.49,0
Desktop,2/14/2014,US-2017-106579,BW-11200,4,12.18,0.8,0.57,0
Phone,2/14/2014,US-2017-107979,FO-14305,11,197.3,1.1,9.81,0
Phone,2/14/2014,US-2017-109316,MG-17680,4,1515.19,0.35,75.74,0
Phone,2/14/2014,US-2017-155299,Dl-13600,2,1.62,0.8,0.04,0
Desktop,2/14/2014,CA-2017-100951,NC-18625,5,720.76,0.2,36.03,0
Desktop,2/14/2014,US-2017-106663,MO-17800,12,169.25,1.3,8.4,0
Phone,2/14/2014,US-2017-146822,AG-10675,4,49.12,0,2.46,0
Desktop,2/14/2014,CA-2017-106103,SC-20305,4,132.52,0,6.63,0
Phone,2/14/2014,CA-2017-107167,ND-18460,8,1347.52,0.2,67.37,0
Desktop,2/14/2014,CA-2017-112172,MM-18280,3,14.13,0,0.71,0
Phone,2/14/2014,CA-2017-137001,GZ-14545,7,14.7,0,0.74,0
Tablet,2/14/2014,CA-2017-140963,MT-18070,12,823.73,0.35,41.17,1
Desktop,2/14/2014,CA-2017-143343,BW-11200,5,16.4,0,0.82,0
Phone,2/14/2014,CA-2017-158071,BD-11320,8,115.92,0.2,5.79,0
Phone,2/14/2014,CA-2017-167080,LC-16930,5,8.4,0,0.42,0
Phone,2/14/2014,US-2017-131583,CL-11890,6,40.03,0.2,1.99,0
Phone,2/14/2014,CA-2017-102554,KN-16705,2,3.76,0,0.19,0
Phone,2/14/2014,CA-2017-133928,ZC-21910,4,4.57,0.7,0.19,0
Tablet,2/14/2014,CA-2017-134565,TB-21400,18,719.41,0.4,35.95,0
Phone,2/14/2014,CA-2017-141481,ZD-21925,3,61.44,0,3.07,0
Phone,2/14/2014,US-2017-120418,BC-11125,14,668.74,1,33.39,0
Phone,2/14/2014,US-2017-152002,DV-13465,3,122.97,0,6.15,0
Phone,2/14/2014,CA-2017-108441,SB-20170,14,954.55,0.3,47.71,0
Phone,2/14/2014,CA-2017-117821,HG-15025,2,63.92,0.2,3.19,0
Desktop,2/14/2014,CA-2017-119424,SB-20185,6,91.42,0.2,4.56,0
Phone,2/14/2014,CA-2017-124191,TS-21610,3,8.86,0.6,0.41,0
Tablet,2/14/2014,CA-2017-143861,LC-16885,2,17.09,0.2,0.84,0
Phone,2/14/2014,CA-2017-148474,ME-17320,6,544.14,0,27.21,0
Phone,2/14/2014,CA-2017-102337,SD-20485,13,683.02,0.7,34.12,0
Desktop,2/14/2014,CA-2017-104850,TW-21025,4,291.14,0.2,14.55,0
Phone,2/14/2014,CA-2017-122056,PG-18895,7,181.86,0,9.09,0
Desktop,2/14/2014,CA-2017-111178,TD-20995,5,19.56,0.2,0.97,0
Phone,2/14/2014,CA-2017-118864,KH-16690,1,119.96,0.2,5.99,0
Desktop,2/14/2014,CA-2017-119284,TS-21205,31,2942.78,1.6,147.06,1
Phone,2/14/2014,CA-2017-126914,JE-15715,5,776.08,0.4,38.78,0
Desktop,2/14/2014,CA-2017-135167,SC-20800,1,4.26,0,0.21,0
Desktop,2/14/2014,CA-2017-169691,Dp-13240,11,146.89,0,7.34,0
Desktop,2/14/2014,CA-2017-169901,CC-12550,3,47.98,0.2,2.39,0
Phone,2/14/2014,CA-2017-105214,TS-21610,9,1231.5,0.2,61.57,0
Desktop,2/14/2014,CA-2017-111269,CS-12355,11,503.87,0.4,25.17,0
Phone,2/14/2014,CA-2017-129462,JE-15745,8,740.59,0,37.03,0
Desktop,2/14/2014,CA-2017-136826,CB-12535,3,14.02,0.2,0.69,0
Desktop,2/14/2014,CA-2017-155873,AB-10255,9,228.28,0,11.41,0
Phone,2/14/2014,US-2017-132206,MK-17905,7,5.94,0.8,0.26,0
Desktop,2/14/2014,CA-2017-118437,PF-19165,4,169.28,0,8.46,0
Tablet,2/14/2014,CA-2017-131618,LS-17200,10,23.89,1.8,1.1,1
Phone,2/14/2014,CA-2017-146346,RA-19945,3,146.35,0.2,7.31,0
Phone,2/14/2014,CA-2017-157833,KD-16345,3,51.31,0.2,2.56,0
Phone,2/14/2014,CA-2017-165323,SR-20740,8,3505.84,0,175.29,0
Desktop,2/14/2014,CA-2017-112753,CC-12670,15,956.8,0.15,47.83,1
Tablet,2/14/2014,CA-2017-162712,NK-18490,3,74.35,0.2,3.71,0
Desktop,2/14/2014,CA-2017-128944,KH-16330,18,921.23,0.7,46.03,0
Phone,2/14/2014,CA-2017-138870,GA-14515,6,74.88,0,3.74,0
Desktop,2/14/2014,CA-2017-140844,AR-10405,10,200.94,0,10.05,0
Desktop,2/14/2014,CA-2017-141992,FO-14305,3,164.77,0.4,8.22,0
Desktop,2/14/2014,CA-2017-154011,DB-13270,6,464.37,1.1,23.16,0
Tablet,2/14/2014,CA-2017-169999,JS-15685,5,140.87,0.2,7.03,0
Phone,2/14/2014,US-2017-102288,ZC-21910,10,148.88,1.8,7.35,0
Tablet,2/14/2014,CA-2017-101434,TR-21325,5,249.79,0,12.49,0
Desktop,2/14/2014,CA-2017-106852,ST-20530,8,36.35,0.4,1.8,0
Phone,2/14/2014,CA-2017-132934,JE-15475,8,201.26,0.2,10.05,0
Phone,2/14/2014,CA-2017-151218,PJ-19015,1,4.46,0.2,0.21,0
Tablet,2/14/2014,US-2017-135986,PG-18895,9,536.36,0,26.82,0
Desktop,2/14/2014,CA-2017-101049,AS-10240,11,59.18,0.9,2.91,0
Desktop,2/14/2014,CA-2017-124744,EH-14125,15,536.48,0,26.82,0
Tablet,2/14/2014,CA-2017-105823,RB-19465,2,487.96,0,24.4,0
Phone,2/14/2014,CA-2017-155936,JK-15730,3,3.04,0.8,0.11,0
Phone,2/14/2014,CA-2017-165757,PL-18925,10,50.42,1.6,2.44,0
Phone,2/14/2014,US-2017-133781,DC-12850,3,37.61,0.2,1.87,0
Desktop,2/14/2014,CA-2017-100384,NH-18610,17,421.42,0,21.07,0
Phone,2/14/2014,CA-2017-105074,MB-17305,3,21.74,0.2,1.08,0
Desktop,2/14/2014,CA-2017-122105,CJ-12010,8,95.92,0,4.8,0
Phone,2/14/2014,CA-2017-132955,SC-20575,3,102.93,0,5.15,0
Desktop,2/14/2014,CA-2017-136350,GA-14515,5,449.45,0.1,22.47,0
Desktop,2/14/2014,CA-2017-159107,KT-16480,1,2.88,0,0.14,0
Desktop,2/14/2014,US-2017-151316,MC-17635,6,193.27,1,9.61,0
Desktop,2/14/2014,CA-2017-116127,SB-20185,1,400.78,0.2,20.03,0
Phone,2/14/2014,CA-2017-133648,ML-17755,11,87.69,0.6,4.35,0
Phone,2/14/2014,CA-2017-134796,FM-14380,2,148.48,0.2,7.41,0
Desktop,2/14/2014,US-2017-124821,AM-10705,4,871.4,0,43.57,0
Desktop,2/14/2014,CA-2017-100636,DO-13435,3,272.94,0,13.65,0
Desktop,2/14/2014,CA-2017-107132,SC-20260,14,913.17,0.2,45.65,0
Tablet,2/14/2014,CA-2017-115364,OT-18730,12,83.76,0,4.19,0
Phone,2/14/2014,CA-2017-133256,TH-21550,13,564.38,0,28.22,0
Phone,2/14/2014,CA-2017-138310,NP-18700,9,431.93,0.2,21.59,0
Desktop,2/14/2014,CA-2017-148810,DR-12880,9,287.42,0.4,14.35,0
Phone,2/14/2014,CA-2017-157091,DB-13405,5,526.45,0,26.32,0
Phone,2/14/2014,CA-2017-161410,CC-12220,17,904.12,0.8,45.17,0
Phone,2/14/2014,CA-2017-163531,SC-20725,3,239.97,0,12,0
Desktop,2/14/2014,CA-2017-116988,PW-19030,11,1433.19,0,71.66,0
Phone,2/14/2014,CA-2017-123638,MA-17995,3,191.65,0.1,9.58,0
Desktop,2/14/2014,CA-2017-151190,GT-14710,3,20.07,0,1,0
Phone,2/14/2014,CA-2017-100650,DK-13225,2,1295.78,0,64.79,0
Phone,2/14/2014,CA-2017-137085,CT-11995,9,312.55,0.2,15.62,1
Desktop,2/14/2014,CA-2017-137449,ME-17725,8,738.71,1.42,36.86,0
Phone,2/14/2014,CA-2017-138149,WB-21850,13,1100.62,0.2,55.02,0
Phone,2/14/2014,CA-2017-143574,DR-12880,14,694.67,0,34.73,0
Tablet,2/14/2014,CA-2017-147039,AA-10315,5,374.48,0,18.72,0
Desktop,2/14/2014,US-2017-126081,FC-14335,1,5.18,0.2,0.25,0
Phone,2/14/2014,CA-2017-102946,VP-21730,3,75.79,0.2,3.78,0
Tablet,2/14/2014,CA-2017-109393,JC-15775,3,436,0.15,21.79,0
Phone,2/14/2014,CA-2017-125745,DV-13045,2,19.52,0.2,0.97,0
Desktop,2/14/2014,CA-2017-131695,RA-19285,8,270.8,0,13.54,0
Tablet,2/14/2014,CA-2017-163006,GH-14410,7,1584.87,1.1,79.19,0
Desktop,2/14/2014,CA-2017-164112,ND-18460,7,1085.42,0,54.27,0
Phone,2/14/2014,US-2017-102890,SG-20470,5,1044.63,0.4,52.21,0
Desktop,2/14/2014,US-2017-113201,TT-21220,5,204.95,0,10.25,0
Tablet,2/14/2014,US-2017-148362,KF-16285,9,639.83,0,31.99,0
Phone,2/14/2014,CA-2017-107958,AH-10120,9,169.19,1,8.41,0
Desktop,2/14/2014,CA-2017-106747,TS-21505,1,102.3,0,5.12,0
Phone,2/14/2014,CA-2017-111647,RD-19585,4,167.97,0.2,8.39,0
Phone,2/14/2014,CA-2017-121503,FH-14275,10,871.03,0.6,43.52,0
Phone,2/14/2014,CA-2017-124828,YS-21880,3,9.55,0.2,0.47,0
Desktop,2/14/2014,CA-2017-139437,RD-19585,4,87.92,0,4.4,0
Phone,2/14/2014,CA-2017-140053,CA-12265,9,545.85,0,27.29,1
Tablet,2/14/2014,CA-2017-168109,JK-15640,13,4150.97,0.4,207.53,0
Desktop,2/14/2014,CA-2017-169124,MB-17305,3,129.39,0,6.47,0
Tablet,2/14/2014,US-2017-111024,SZ-20035,12,279,0.8,13.91,0
Phone,2/14/2014,US-2017-126179,CS-12460,4,311.96,0,15.6,0
Phone,2/14/2014,US-2017-129777,FM-14290,12,283.46,0,14.17,0
Phone,2/14/2014,US-2017-166233,MO-17950,2,24,0.2,1.19,0
Phone,2/14/2014,CA-2017-100223,LS-16945,28,396.39,2.6,19.69,0
Phone,2/14/2014,CA-2017-104388,DK-12835,4,79.96,0,4,0
Phone,2/14/2014,US-2017-101784,PO-18850,3,122.14,0.2,6.1,0
Phone,2/14/2014,US-2017-124303,FH-14365,5,19,0.9,0.91,0
Desktop,2/14/2014,US-2017-152492,AH-10585,1,239.24,0.2,11.95,0
Desktop,2/14/2014,CA-2017-105053,CS-12355,3,17.47,0.2,0.86,0
Phone,2/14/2014,CA-2017-106824,AT-10735,3,5.94,0,0.3,0
Phone,2/14/2014,CA-2017-155152,MP-17965,4,252,0,12.6,0
Phone,2/14/2014,US-2017-169551,RL-19615,16,1344.84,1.7,67.16,0
Phone,2/14/2014,CA-2017-108560,JC-15385,14,1058.11,0.2,52.9,0
Phone,2/14/2014,CA-2017-111759,MR-17545,2,52.76,0,2.64,0
Phone,2/14/2014,CA-2017-133249,SZ-20035,5,145.9,0,7.3,0
Desktop,2/14/2014,CA-2017-134306,TD-20995,7,45.08,0,2.25,0
Phone,2/14/2014,CA-2017-138464,VF-21715,13,133.58,0.2,6.67,0
Desktop,2/14/2014,CA-2017-140480,HE-14800,23,469.66,0,23.48,0
Desktop,2/14/2014,CA-2017-150189,VG-21790,6,75.18,0,3.76,0
Phone,2/14/2014,CA-2017-115651,NS-18640,14,67.3,1,3.32,0
Desktop,2/14/2014,CA-2017-121083,JF-15190,17,847.46,0,42.37,0
Phone,2/14/2014,CA-2017-132122,JH-15820,5,228.92,0.2,11.44,0
Desktop,2/14/2014,CA-2017-145128,SM-20320,5,526.45,0,26.32,1
Desktop,2/14/2014,US-2017-100209,TD-20995,2,1.08,0.7,0.02,0
Phone,2/14/2014,CA-2017-127460,FG-14260,6,298.46,0.2,14.91,0
Tablet,2/14/2014,CA-2017-128629,BP-11155,3,18.84,0,0.94,0
Desktop,2/14/2014,CA-2017-169012,BF-11275,3,41.91,0,2.1,0
Tablet,2/14/2014,CA-2017-127656,NW-18400,4,30.32,0,1.52,0
Phone,2/14/2014,CA-2017-136623,TS-21430,11,101.75,0.4,5.07,0
Phone,2/14/2014,CA-2017-156818,JD-16015,6,132.6,0,6.63,0
Tablet,2/14/2014,CA-2017-162015,KB-16240,10,1455.55,0,72.78,1
Phone,2/14/2014,CA-2017-164959,KN-16390,3,8.67,0,0.43,0
Tablet,2/14/2014,CA-2017-106047,CS-11860,1,3.82,0.2,0.18,0
Desktop,2/14/2014,CA-2017-102155,RR-19525,4,373.94,0,18.7,0
Phone,2/14/2014,CA-2017-136364,MH-17455,10,130.6,0.6,6.5,0
Desktop,2/14/2014,CA-2017-121048,TC-21295,22,988.2,0.4,49.39,0
Phone,2/14/2014,US-2017-161935,JL-15835,33,2610.73,1.4,130.47,0
Phone,2/14/2014,CA-2017-164378,MM-18055,15,729.4,0.1,36.46,0
Phone,2/14/2014,CA-2017-166142,MM-17260,6,336.99,0.3,16.83,1
Phone,2/14/2014,US-2017-128951,RS-19420,8,1065.84,0,53.29,0
Phone,2/14/2014,CA-2017-109778,VM-21685,2,2.91,0.2,0.14,0
Desktop,2/14/2014,US-2017-152842,NF-18385,3,242.35,0.2,12.11,0
Desktop,2/14/2014,US-2017-156909,SF-20065,2,71.37,0.3,3.55,0
Phone,2/14/2014,CA-2017-126662,AB-10255,2,479.98,0.2,23.99,0
Phone,2/14/2014,CA-2017-139948,SW-20455,2,7.9,0.2,0.39,0
Desktop,2/14/2014,CA-2017-142342,AJ-10795,17,1295.03,0.15,64.74,1
Desktop,2/14/2014,US-2017-105046,BE-11335,11,408.96,0,20.45,1
Phone,2/14/2014,US-2017-142573,ML-17410,16,1298.9,1.8,64.85,0
Phone,2/14/2014,US-2017-165358,SV-20365,11,807.9,0.9,40.35,0
Desktop,2/14/2014,CA-2017-118640,CS-11950,3,78.5,0.8,3.89,0
Phone,2/14/2014,CA-2017-122035,EM-13825,22,1107.68,0,55.38,0
Phone,2/14/2014,CA-2017-150497,SM-20950,2,735.98,0,36.8,0
Phone,2/14/2014,US-2017-108343,AR-10825,8,361.04,0.1,18.05,0
Desktop,2/14/2014,CA-2017-103478,KL-16555,11,97.06,1.6,4.77,0
Phone,2/14/2014,CA-2017-104731,AM-10705,29,951.98,0,47.6,0
Desktop,2/14/2014,CA-2017-118724,AR-10825,11,1629.71,0.2,81.48,0
Phone,2/14/2014,CA-2017-145093,PT-19090,2,2.11,0.8,0.07,0
Phone,2/14/2014,CA-2017-145429,SW-20455,7,291.99,0.4,14.58,0
Desktop,2/14/2014,US-2017-123204,CS-11860,4,17.48,0,0.87,0
Tablet,2/14/2014,US-2017-123834,GM-14500,4,124.4,0.3,6.21,1
Phone,2/14/2014,US-2017-127719,TW-21025,1,6.48,0,0.32,0
Phone,2/14/2014,US-2017-158505,SF-20200,10,97.92,0.2,4.89,0
Desktop,2/14/2014,US-2017-160465,SW-20350,16,466.81,1.3,23.28,0
Desktop,2/14/2014,CA-2017-109750,FH-14365,3,29.97,0,1.5,0
Phone,2/14/2014,US-2017-106551,EB-13930,4,526.34,0.3,26.3,0
Phone,2/14/2014,CA-2017-103506,LR-17035,4,41.4,0,2.07,0
Phone,2/14/2014,CA-2017-110940,AZ-10750,4,121.54,0.2,6.07,0
Desktop,2/14/2014,CA-2017-117240,CP-12340,3,13.13,0.2,0.65,0
Phone,2/14/2014,CA-2017-118346,PO-19180,5,399.95,0,20,0
Phone,2/14/2014,CA-2017-125367,NM-18445,3,13.92,0.2,0.69,0
Phone,2/14/2014,CA-2017-133718,TB-21520,12,73.51,0.2,3.67,0
Tablet,2/14/2014,US-2017-101721,MY-17380,3,63.31,0.2,3.16,0
Desktop,2/14/2014,US-2017-169320,LH-16900,7,171.43,0,8.57,0
Phone,2/14/2014,US-2017-135013,HR-14830,5,2399.96,0.2,119.99,0
Desktop,2/14/2014,CA-2017-121293,JC-15775,17,477.09,1.2,23.79,0
Desktop,2/14/2014,CA-2017-125640,DD-13570,1,3.3,0.2,0.16,0
Phone,2/14/2014,CA-2017-167549,EM-14200,6,298.12,0.3,14.89,0
Desktop,2/14/2014,CA-2017-169810,RB-19360,7,20.23,0,1.01,0
Phone,2/14/2014,US-2017-167318,GZ-14545,8,2012.3,0.2,100.61,0
Phone,2/14/2014,CA-2017-107209,JW-15955,4,194.85,0.2,9.73,0
Phone,2/14/2014,CA-2017-108791,TM-21490,9,558.81,0,27.94,0
Tablet,2/14/2014,CA-2017-123239,MG-18145,3,91.03,0.2,4.54,0
Tablet,2/14/2014,CA-2017-133046,DK-13375,14,297.99,0,14.9,0
Phone,2/14/2014,CA-2017-130841,MH-17620,9,1170.56,0.4,58.51,0
Phone,2/14/2014,CA-2017-101483,AG-10675,10,61.22,0.6,3.03,0
Tablet,2/14/2014,CA-2017-130771,LA-16780,3,127.69,0.4,6.36,0
Phone,2/14/2014,CA-2017-146031,GM-14440,9,60.12,0,3.01,0
Desktop,2/14/2014,US-2017-113852,GW-14605,3,90.57,0,4.53,0
Phone,2/14/2014,US-2017-115301,VG-21790,2,115.96,0,5.8,0
Desktop,2/14/2014,US-2017-130953,RF-19735,10,935.74,0,46.79,0
Phone,2/14/2014,CA-2017-141103,JF-15355,5,89.95,0,4.5,0
Phone,2/14/2014,CA-2017-155740,TC-21475,4,76.78,0.7,3.8,0
Desktop,2/14/2014,CA-2017-167913,JL-15835,9,356.65,0,17.83,0
Tablet,2/14/2014,CA-2017-115805,KW-16435,1,36.79,0.2,1.83,0
Tablet,2/14/2014,CA-2017-121909,EA-14035,3,54.82,0.2,2.73,0
Tablet,2/14/2014,CA-2017-125752,EH-14125,2,41.42,0.2,2.06,0
Desktop,2/14/2014,CA-2017-126144,GM-14680,4,285.58,0.4,14.26,0
Phone,2/14/2014,CA-2017-147032,LB-16795,9,872.5,0,43.63,0
Phone,2/14/2014,CA-2017-161102,EC-14050,9,93.52,0,4.68,0
Phone,2/14/2014,US-2017-165869,LS-17200,10,173.4,0,8.67,0
Tablet,2/14/2014,CA-2017-124576,HK-14890,2,54.9,0.2,2.73,0
Desktop,2/14/2014,CA-2017-133235,LH-16750,5,271.96,0.2,13.59,0
Tablet,2/14/2014,CA-2017-135034,AT-10735,2,95.98,0.2,4.79,0
Phone,2/14/2014,CA-2017-162691,AS-10045,10,1476.27,0.6,73.78,0
Desktop,2/14/2014,CA-2017-168942,EM-13960,3,186.54,0,9.33,0
Desktop,2/14/2014,CA-2017-140781,AB-10105,3,39.82,0.2,1.98,0
Desktop,2/14/2014,CA-2017-141747,SC-20230,1,16.06,0,0.8,0
Phone,2/14/2014,CA-2017-163566,TB-21055,5,16.52,0.2,0.82,0
Desktop,2/14/2014,CA-2017-165386,CM-12190,2,183.37,0.3,9.15,0
Desktop,2/14/2014,CA-2017-168396,BD-11725,8,175.71,0,8.79,0
Desktop,2/14/2014,US-2017-143175,GA-14515,3,99.87,0,4.99,0
Desktop,2/14/2014,CA-2017-132738,HM-14860,3,16.75,0.4,0.82,0
Phone,2/14/2014,CA-2017-146367,HM-14860,3,3.32,0.8,0.13,0
Phone,2/14/2014,CA-2017-117695,PW-19030,2,13.76,0,0.69,0
Desktop,2/14/2014,CA-2017-128328,PO-18865,17,338.86,0,16.94,0
Phone,2/14/2014,CA-2017-154676,NZ-18565,9,151.06,0.2,7.54,0
Tablet,2/14/2014,CA-2017-136609,TB-21355,3,115.3,0.2,5.75,0
Phone,2/14/2014,CA-2017-151981,GM-14455,19,1077.47,0,53.87,0
Phone,2/14/2014,CA-2017-161200,SV-20365,8,161.14,0,8.06,0
Phone,2/14/2014,CA-2017-168172,SH-20395,4,70.12,0,3.51,0
Phone,2/14/2014,CA-2017-110821,CK-12205,5,237.61,0.4,11.86,0
Phone,2/14/2014,CA-2017-115175,MC-17575,5,244.55,0,12.23,0
Tablet,2/14/2014,CA-2017-117023,JW-15955,12,116.48,0,5.82,0
Phone,2/14/2014,CA-2017-156776,JL-15505,22,2563.31,0.8,128.13,0
Desktop,2/14/2014,CA-2017-158344,CC-12475,4,63.96,0,3.2,0
Tablet,2/14/2014,CA-2017-163321,FM-14380,1,79.99,0.2,3.99,0
Phone,2/14/2014,US-2017-155999,JK-15370,7,173.72,0.4,8.67,1
Phone,2/14/2014,CA-2017-143063,IL-15100,17,1645.87,0,82.29,0
Phone,2/14/2014,CA-2017-145443,SC-20695,5,177.2,0,8.86,0
Tablet,2/14/2014,CA-2017-100433,SJ-20125,4,25.92,0,1.3,0
Desktop,2/14/2014,CA-2017-139311,SF-20965,21,205.3,1.4,10.19,0
Phone,2/14/2014,CA-2017-160899,DR-12940,11,477.51,0,23.88,0
Phone,2/14/2014,CA-2017-106537,RH-19495,4,20.74,0.2,1.03,0
Phone,2/14/2014,CA-2017-152310,DK-12895,27,1057.17,0.4,52.84,0
Desktop,2/14/2014,CA-2017-158169,JM-16195,7,597.86,0,29.89,0
Phone,2/14/2014,US-2017-118941,BB-11545,13,2017.32,0,100.87,0
Phone,2/14/2014,CA-2017-100580,MK-17905,3,36.02,0.2,1.79,0
Phone,2/14/2014,CA-2017-128363,DC-12850,28,2382.93,1.9,119.05,0
Desktop,2/14/2014,CA-2017-167542,KD-16495,3,17.54,0.2,0.87,0
Tablet,2/14/2014,US-2017-103828,JK-15370,17,206.67,0,10.33,1
Desktop,2/14/2014,CA-2017-105921,JM-15250,3,418.3,0.2,20.9,0
Desktop,2/14/2014,CA-2017-169264,NP-18700,8,22.44,0,1.12,0
Phone,2/14/2014,CA-2017-138548,JG-15160,2,97.84,0,4.89,0
Phone,2/14/2014,CA-2017-144883,BO-11350,8,50.4,0,2.52,0
Phone,2/14/2014,US-2017-117723,DL-13495,6,1801.63,0.2,90.07,0
Tablet,2/14/2014,CA-2017-122987,SJ-20215,7,80.56,0.9,3.98,0
Desktop,2/14/2014,CA-2017-118892,TP-21415,9,4416.17,0.3,220.79,0
Desktop,2/14/2014,CA-2017-133102,ED-13885,15,143.81,2.1,7.09,0
Phone,2/14/2014,CA-2017-151211,AH-10120,9,201.09,0,10.05,0
Phone,2/14/2014,CA-2017-166093,RW-19540,30,3397.73,0.6,169.86,1
Tablet,2/14/2014,US-2017-111423,EH-13765,7,1358.48,0.3,67.91,0
Phone,2/14/2014,CA-2017-112809,RA-19915,12,228.19,1.8,11.32,0
Tablet,2/14/2014,CA-2017-117947,NG-18355,17,283.77,0.2,14.18,0
Desktop,2/14/2014,CA-2017-119809,YS-21880,19,3859.49,0.2,192.96,0
Desktop,2/14/2014,CA-2017-121027,HW-14935,11,2340.06,0,117,0
Phone,2/14/2014,CA-2017-122028,CK-12205,3,10.78,0.7,0.5,0
Desktop,2/14/2014,CA-2017-151358,NF-18595,2,323.1,0,16.16,0
Phone,2/14/2014,CA-2017-162936,CM-12160,2,23.18,0,1.16,0
Desktop,2/14/2014,CA-2017-163069,PJ-19015,3,9.91,0.2,0.49,0
Desktop,2/14/2014,CA-2017-101728,SC-20575,2,2.3,0.8,0.07,0
Desktop,2/14/2014,CA-2017-115777,DO-13645,3,19.44,0,0.97,0
Tablet,2/14/2014,CA-2017-132339,JB-15400,1,387.99,0,19.4,0
Phone,2/14/2014,US-2017-100398,DO-13435,3,102.72,0.2,5.13,0
Desktop,2/14/2014,CA-2017-105326,KT-16480,4,25.92,0,1.3,0
Desktop,2/14/2014,CA-2017-119011,LR-17035,12,351.66,0.2,17.57,0
Phone,2/14/2014,CA-2017-137344,EM-13810,3,40.29,0,2.01,0
Desktop,2/14/2014,US-2017-111241,GM-14500,5,239.12,0.2,11.95,0
Phone,2/14/2014,US-2017-114356,TT-21460,1,35.96,0.2,1.79,0
Tablet,2/14/2014,CA-2017-112956,TH-21550,11,394.48,0,19.72,0
Desktop,2/14/2014,CA-2017-117646,SC-20845,7,266.52,0.6,13.3,0
Phone,2/14/2014,CA-2017-121489,CM-11815,14,994.46,0.2,49.71,0
Phone,2/14/2014,CA-2017-126956,GT-14710,13,87.52,0,4.38,0
Phone,2/14/2014,CA-2017-144750,DL-13495,1,83.88,0.2,4.18,0
Phone,2/14/2014,CA-2017-155705,NF-18385,4,866.4,0,43.32,0
Desktop,2/14/2014,US-2017-102183,PK-19075,13,4337.64,0.4,216.86,0
Phone,2/14/2014,US-2017-109253,PR-18880,32,1520.15,0.6,75.98,1
Phone,2/14/2014,CA-2017-131037,TM-21490,1,210.01,0.2,10.49,0
Phone,2/14/2014,US-2017-132381,Dp-13240,2,314.53,0.4,15.71,0
Phone,2/14/2014,CA-2017-129021,PO-18850,28,4590.34,1,229.47,0
Phone,2/14/2014,CA-2017-123043,AH-10195,5,28.42,0.4,1.4,0
Phone,2/14/2014,CA-2017-139717,DM-13015,10,656.64,0.4,32.81,0
Phone,2/14/2014,CA-2017-101210,DW-13540,3,13.15,0.4,0.64,0
Tablet,2/14/2014,CA-2017-114636,GA-14725,5,192.16,0.2,9.6,0
Desktop,2/14/2014,CA-2017-159793,SV-20365,2,130.98,0.5,6.52,0
Desktop,2/14/2014,US-2017-105697,JE-15715,2,25.7,0.2,1.27,0
Tablet,2/14/2014,CA-2017-128475,SC-20680,2,71.98,0,3.6,0
Desktop,2/14/2014,CA-2017-132584,HJ-14875,4,53.72,0,2.69,0
Phone,2/14/2014,CA-2017-157350,DP-13000,5,64.96,0.6,3.22,0
Desktop,2/14/2014,CA-2017-101273,ST-20530,4,14.34,0.2,0.71,1
Phone,2/14/2014,CA-2017-130036,BP-11185,17,1132.56,0.4,56.61,0
Desktop,2/14/2014,CA-2017-133501,DK-12895,1,5.18,0.2,0.25,0
Phone,2/14/2014,CA-2017-155047,SE-20110,1,5.95,0.2,0.29,0
Desktop,2/14/2014,CA-2017-161956,DR-12880,26,2971.79,0.6,148.56,1
Desktop,2/14/2014,CA-2017-163097,SF-20200,8,120.58,0.2,6.02,0
Phone,2/14/2014,US-2017-134481,AR-10405,7,1488.42,0.3,74.41,0
Desktop,2/14/2014,US-2017-139465,MR-17545,17,448.82,0.2,22.43,0
Phone,2/14/2014,US-2017-162208,SP-20620,1,2.9,0.2,0.13,0
Desktop,2/14/2014,CA-2017-126067,KN-16705,16,1278.16,0.4,63.89,0
Phone,2/14/2014,CA-2017-146920,SC-20305,11,52.06,0.4,2.58,0
Phone,2/14/2014,US-2017-169502,MG-17650,8,113.41,0,5.67,0
Desktop,2/14/2014,CA-2017-101014,RW-19540,3,148.02,0,7.4,0
Desktop,2/14/2014,CA-2017-104024,MD-17860,7,9.41,0.2,0.46,0
Desktop,2/14/2014,CA-2017-144064,CP-12085,15,78.04,1.2,3.84,1
Phone,2/14/2014,CA-2017-107321,AW-10930,7,696.08,0.4,34.78,0
Desktop,2/14/2014,CA-2017-117198,BG-11035,2,659.9,0,33,0
Tablet,2/14/2014,CA-2017-127712,MG-17890,2,6.21,0.2,0.3,0
Phone,2/14/2014,CA-2017-132619,MS-17770,3,193.95,0,9.7,0
Desktop,2/14/2014,CA-2017-133004,AJ-10945,9,638.73,0,31.94,0
Phone,2/14/2014,CA-2017-154074,BW-11110,9,719.3,0.2,35.95,1
